source,text,label
32,"Ja wenn ich mir Seine Marterschöne bedachte, u. mit Ihm darüber ins Gespräch kam, so wurde es mir allemal so, wie es in dem Vers ausgedrückt ist — Mein Herze wird mir Rege, wenn ich die heftgen Schläge auf Seinen Rücken seh, so wie sie ihn zerfleischen, den reinen Leib den Keuschen, ach so gefält Er meiner Seel!",positive
37,"Sie kam hierauf nach Bethlehem in das Chorhaus der Witwen+ <+ wo sie ihre Zeit vergnügt verbrachte>, bis ihr ao. 1798. aufgetragen wurde auf eine Zeitlang dem Br. {NAME} in seinem Witwenstand in Yorktown in seiner <der> Haushaltung und sonst zu assistiren.",positive
27,Ich ging beim Gefühl meines Elends aus Gnade in Gnade und war vergnügt.,positive
26,Sein Alter hat er gebracht auf 88 Jahre 2 Monat und 28 Tage.,neutral
33,"sie hätte es oft und viel versehn sie hätte es auch gar reichl. erfahren daß Er sie oft und vielmal getröst u zu frieden gesprochen hätte,",positive
14,"In der Zeit lernte ich den ersten Mährischen Bruder, {NAME} allda kennen.",neutral
34,"Die Geschwister hier, welche sie fleißig besuchten hätten gerne ihr Wieder aufkommen gesehen; allein da war keine Hofnung dazu da, in dem die Schmerzen im Leibe und der Geschwulst an den Beinen sich vermehrten, dazu noch die lezten Tage der unausstehliche Magen Krampf kam.",negative
11,"Den 26 ejus reiste ich vergnügt und selig, jedoch mit Wangen voll Zähelein wieder von der lieben Gemeine ab, und es war mir schwer, wieder zu meinem Regiment zu gehen, aber das erquickte mich, daß ich bey der lieben Gemeine im Andencken vor dem Heiland blieb, und daß ich armes Sünderlein durft von den Säften leben, die Seine Wunden geben, ich sey auch wo ich sey.",positive
15,"Den Tag vor ihrem Chor=fest, wurde sie mit Engigkeit auf der Brust befallen, daß sie nicht bey den Fest-Gelegenheiten seyn konnte, genoß aber Jesu Leichnam und Blut im H. Sacrament auf ihrer Stube und von da an eilte sie dem Bräutigam entgegen, da am 2ten September Vormittags ihre Engigkeit sehr zunahm und ihr gesagt wurde: Es scheine der liebe Heiland werde sie bald zu sich nehmen: War ihre Antwort: Das ist es ja, worauf ich schon lange gewartet und eine halbe Stunde drauf war der selige Moment. Da ihr Mund in den Segen ihres Chors und der Gemeine Jesu Arm und Schoos. im 59ten Jahr ihres Alters.",positive
33,"ich wünschte nur daß ich gleich dableiben könte,",positive
13,"Im August selbigen Jahrs kamen wir glücklich in Newyork an, und wir beyde zogen zu unserm Vater nach Boundbrook.",positive
19,"ich sagte es den Brüdern, sie wieder riethen mir es aber da zu bleiben, mit den Worten: wer hier wohnen will muß nichts in der Welt wollen als lediglich vor den Heiland und sein Volck leben und das mit Leib und Seel, sonst hat er nur ein geplagtes Leben! welches sie mir zur überlegung gaben.",neutral
36,Endlich kamen Geschw. {NAME}s von der Gemeine und logirten bey {Br} {NAME} wo ich im Hause diente.,neutral
15,"es kam aber zu nichts wahrem und bleibenden bey ihr, bis sie 1739. beym Besuch der Brüder {NAME} Brüdern so lange an, bis selbige sie mit bis nach Beile nahmen, wo sie etliche Wochen bey dem Bruder {NAME} blieb, bis er sie nebst noch einigen ledigen Weibs-Personen in Begleitung eines Mannes bis an die sächsische Gräntze bringen lies und so in Gesellschaft der Schw. {NAME}in und anderer 1739 nach Hhuth kam, wo sie ein halbes Jahr unter den ledigen Schwestern manche Gnade erfuhr,",neutral
33,"so durfte ich 3 Monath bey ihnen bleiben,",positive
5,"Beym Eintritt in diese Woche freute Sie sich außerordentlich und wollte daß sich alles mit ihr freuen sollte, weil es gewiß die lezte Ihres Lebens seyn würde.",positive
28,"Seine Sehnsucht bey dem Herren daheim zu seyn, wurde zuletzt so, daß er das selige Stündlein kaum erwarten konnte u. oft seufzete, O my dr Saviour, o come soon and fetch me.",positive
34,"Ao 1748 bekam ich eine schwere Kranckheit, in welcher mir der Heiland vor mein Herz trat, und es war mir, als wenn er leibhaftig vor mir stünde, und mir seine Hände mit den Nägelmaalen zeigte u. sagte: Siehe in die Hände habe ich dich gezeichnet, und versicherte mich, daß alles was er gethan und gelitten habe, auch um meinet willen geschehen sey.",positive
15,"bald nach ihrer Ankunft wurde sie in die Gemeine aufgenommen, kam in dasige Kinder Anstalt und nach etlichen Monathen hatte sie auch die Gnade mit der Gemeine dem Leib und Blut des Heilandes im H. Sakrament zu geniessen.",positive
25,Das lezte Jahr konte man sich insonderheit über ihre zufriedene Herzens-Stellung freuen.,positive
33,"ich wuste nicht wie mir geschahe,",negative
1,"da sie darauf die Schwester {NAME} besuchte, freute Sie sich gar sehr, fing gleich mit ihr an zu reden, und bezeigte ihr sehnliches Verlangen nach dem Abendmahl, sagte, die Zeit wird mir zu lange bis auf den Sabbath,",positive
36,"Der Heiland kam mir {da} so kräftig ans Herz, daß es mir unmöglich war wieder zurück zu gehen.",positive
3,"Der damalige Periodus in der Gemeine war meinem Herzen zum Segen, weil ich einfältig auf den lieben Heiland gerichtet war.",negative
38,"Der Lebenslauf unsrer seligen Schwester {NAME}en gebohrene {NAME} wurde am besten und zuverlässigsten von ihrem lieben Manne, unsrem l. Bruder {NAME}, dermalen in Europa oder auf der Reise zu uns abgefaßt worden seyn, und kan noch vielleicht noch abgefasset werden; worauf wir nun am liebsten beziehen würden:",positive
26,"Im Jahre 1751 ging der liebe Heiland eine eigene Schule mit mir durch, bei der Gelegenheit, da einige Geschwister von der Gemeine gingen, und ich auch schon einige Zeit mit dem Gedanken umgegangen war, ohnerachtet der selige Bruder {NAME} mir die unseligen Folgen davon vorzustellen suchte.",negative
6,Seine Leibes- u. Seelenkräfte nahmen immer mehr ab:,negative
9,"Er hat mit seiner Frau in verschiedenen hiesigen Land-Gemeinen gedient, Anno 1744 und 1746 in Heidelberg, dann an der Mühlbach, 1747.",neutral
8,"Weil nun Hhutl zu der Zart noch mit allerhand Lauten von verschiedenen Meinungen, worein er auch mit implicirt wurde, sehr untermengt, so kam in den folgenden Jahren etwas in die Connexion Connection, die er mit der Gemeine, u. sonderl. mit dem seln. Jünger hatte, hinein, so daß man sich endl. genöthigt sahe, ihn vom AMhl aus zuschließen, welches ihn aber so angriff, daß er sich entschloß, sich in seinem Leben mit keiner Religion mehr zu schließen, blieb aber noch einige Jahre in dieser Genniths-Stellung in Hhutl. wohnen, bis er sich endl. 1735 aber 36 resolvirte, mit den Schwenkfeldern in Berthelsdorf nach Pensylvanien zu ziehen.",negative
23,"in der grösten Verlegenheit, träumte mir daß ich beym Pfarrer {NAME} wäre und daß er mir auf lutherische Weise das Brod mit den Worten gäbe: Nehmet hin und esset das ist der wahre Leib unsers Herrn Jesu Christi, für eure Sünden in den Tod gegeben und da war ich gleich alles bedenkens auf einmal los und wuste das es nicht auf die äußerliche Ceremonie ankomme:",positive
38,[Sie bewies sich übrigens bey allen Beschwerden sehr geduldig und ihr munterer Geist und kindliche frohe Muth war uns allen tröstl inserted in margin],positive
13,"Ich war zu der Zeit sehr kranck, und jederman erwartete mein Ende.",negative
26,"er besorgte uns gleich etwas Welschkorn, worüber wir ganz gerührt unserem Herrn unser Dankopfer bringen konnten, der unsrer schwachen Glauben nicht beschämt hat, und wenn Er uns, wie ehmals Seine Jünger, fragen sollte: habt ihr auch je Mangel gehabt? wir auch beschämt und gebeugt antworten müßten: Herr, niemalen!",positive
36,"sie pflegte öfters zu sagen: Ich kan nichts thun als beten und weinen, und ich weiß der l. Heiland fordert auch nicht mehr von mir.",neutral
4,"Den 7/18 December redeten wir mit dem alten Mann, und hörten was er nun gesinnet sey mit seiner Frauen Leiche zu thun, ob er sie wolle bey den Indianer Gräbern legen, oder wie er sonsten gedächte zu thun.",neutral
28,In seinen äußeren Geschäften war er treu u. fleißig.,positive
27,Es hieß: “Nein”.,neutral
26,"Ich sagte diese einfältig meinem Vater,",negative
3,Ich bin geboren im Jahr 1732 den 3ten Febr. in dänischen Hollstein im Amte Tondern.,neutral
34,"Chor. Das Lamm mitten im Stuhl wird sie weiden, und leiten zu den lebendigen Waßerbrunnen, und Gott wird abwischen, ihre Thränen von ihren Augen.",positive
37,Darüber fing ich an bitterlich zu weinen.,negative
32,"Dennoch können diejenigen welche ihren guten, u. treuen Unterricht u. Erziehung genoßen, nicht ganz schweigen.",positive
12,"Sein Bruder fragte Ihn, ob Er denn heimgehen würde?",negative
37,Da sie <u. sodann> ihre /// Rükreise nach Bethlehem antraten.,neutral
0,Er ward geboren den 24ten Febr. 1725 zu Zauchtenthal in Mähren.,neutral
38,"Mein seliger Vater gab sich viele Mühe, uns Kinder vor den lieben Gott zu erziehen, und meine selige Mutter, welche 9 Jahre lang krank war, sagte mir, daß ein Heiland ist, der helfen kan.",positive
20,"weil ich aber im Diensten war, so konde und dorfft ich nich alle mahl wie ich gerne wolte, dabey ward mirs in meinem Herzen gleich ausgemacht das ich in meinem Vater Land nicht bleiben würde weil ich daselbst keinen Wege Sahe meine Seele zu erretten.",negative
5,Als in den folgenden Wochen die lieben Geschwister der zeitherigen Unitäts Aeltesten Conferenz und so manche andere liebe Bekannten aus andern Gemeinen hier ankamen und die liebe Louisel nach und nach besuchten freute sie sich herzlich sie noch einmal zu sehen und bezeugte ihre Liebe auf eine sehr gefühlige Weise;,positive
32,"so war es auch,",positive
8,"Auf Befragen: Ob er wol diesesmal Heimgehen würde? antwortete er: Er wüste es nicht, er habe es seinem Herrn überlaßen.",neutral
3,"Bald nach Ostern wurde er kränklich, welches endlich zur Wassersucht ausschlug: dabey er vieles leiden muste, aber auch viele Tröstungen vom Heiland und viele Liebe von seiner lieben Frau und den Brüdern in seiner Gemeine genoß.",positive
27,Mit meiner Bekehrung wollte es aber nicht gleich nach meiner gefaßten Meinung gehen.,negative
7,"Vor 2 Jahren hatte er das Unglück durch einen Fall im Finstern sein Bein zu brechen, woran er viel Schmerzen auszustehen hatte, und dadurch seine ohnehin schwächliche Constitution sehr litte, seine Kräfte nahmen mehr und mehr ab, so daß es vor nöthig gefunden wurde, auf seine Ablösung zu dencken.",negative
19,"er sagte: O Ja! und sang mit heller Stimme: Jesu Creutze, Jesu Todes Stunden, Jesu über alles schöne Wunden Jesu Gottes soll mein Ein und alles seyn. und sang bald aus dem bald aus jenem Vers, welches man ihm aber nicht alles verstehen konnte.",neutral
3,"Anno 1773 im April erhielt ich einen Ruf, die Gemeine in Bethabara zu bedienen und wurde dazu am 18ten Juny desselben Jahres in Litiz mit der ledigen Schwester {NAME}in zur heiligen Ehe verbunden.",positive
33,"so muste ich nun einen Indianer zum Mann nehmen,",negative
22,"In seiner Krankheit sang Er immer zuerst das Versel: Ich bin sehr schwächlich, das weis mein Heiland wol und sehr gebrechlich zu dem, was ich seyn soll -",negative
8,"Die Zeit seines Aufenthalts daselbst hat er in seinen ältern Jahren oft bedauert, weil er |: nach seiner Redens Art, danichts als Böses gelernt.",negative
37,"Auf der Reise von 8 Wochen durch den wilden Busch, stürzte unsre sel. Schw. viermal mit ihrem 10. Monat alten Kinde vom Pferde, wurden aber beyde vor Schaden bewahret.",positive
26,"Dieses fuhr wie ein Donnerschlag in unsre Herzen, zumal wenn wir unsre lieben Braunen ansahen;",negative
25,Sie half ihren Eltern treulich das Nothdürftige verdienen und war ihnen zur grossen Unterstützung.,positive
15,"In ihrem 12ten Jahr, da sie einmal auf dem Felde, zu dem lieben Heiland betete, erfuhr sie etwas besonders an ihrem Herzen, dabey ihr sehr wohl wurde.",positive
25,"Sie schien sich hierauf ein wenig zu erhohlen, und Erleichterung ihrer Schmerzen zu fühlen, worüber sie sich auch freute.",positive
22,Um 4. Uhr sang er wieder: Blik so lieblich auf mich her-,positive
21,"er gieng darauf in ihre Versammlung u. hörte den Bruder {NAME} vons Heilands liebe zu armen Sündern reden u. es wurde ihm gleich sein Herz so genommen, daß er dachte: das ist es ja was ich von meiner Kindheit an begehrt und gesucht habe u. von da verblieb er mit den Brüdern in Barbice in einem herzlichen Umgang u. der H. Geist war in seinem Herzen geschäftig, ihn aus der Welt zu dem lieben Heiland und zu der Gemeine zu bringen.",positive
33,"ich sagte nein, ich wolte nicht,",negative
5,"Das war eine große Stunde, da ich zum erstenmal wieder Herz kriegte, nach Jesu zu rufen und zu weinen;",positive
26,"Der Captain versahe sich mit Schiffsprovision für die genannte Anzahl Menschen auf 12 Wochen; und so segelten wir dann nach Falmouth in England, wo wir 3 Wochen verweilten und noch manches Notdürftige mitnahmen.",neutral
34,d. 10tn Jun. ging ich mit der Gemeine das erstemal zum Abdmahl.,neutral
12,"Wie nun die Blattern anfingen abzutroknen, krigte Er ein fieber, und das behielt Er, bis sein Mund erblaßte.",negative
22,"Brachte sein steberndes Gebeine auf 10. Jahr, 9. Monat, 8 Tage.",neutral
33,mich u 2 Schwestern nahmen sie gefangen mit sich fort,negative
8,"Nachmittags wurde er so munter, daß vom sein Wiederaufkommen verumthete.",positive
5,"Nachdem sie 18 Jahr lang dem Mädgenhauß, mit unermüdeter mütterlicher Sorgfalt und Treue als Pflegerin vorgestanden; kam Sie bey der Abreise unsrer geliebten seligen Caritas nach Zeist an ihre Stelle als Helferin des ledigen Schwestern Chors allhier und zog am 6ten October 1766 im Chorhauß ein.",positive
14,"Unterwegens kamen sie in große Gefahr, indem das Schiff, als sie etwa 2 Drittel des Weges vollendet, am 14ten October in Brand gerieth, aber noch glücklich gerettet wurde.",positive
22,"Darauf sagte Er, nein.",negative
14,"Nota: Unter seinen verschiedenen hinterlaßenen Liedern und Poesien, finden sich folgende Verse, die er damals in Amsterdam auf seine zurückgelegte und bevorstehende Reise gemacht hat:",neutral
26,Meine Frau war nicht zu Hause gewesen.,neutral
9,Da kam mir der liebe Herr Jesus an mein Herz.,positive
14,"Wenn ich ferner werde nach der neuen Erde als ein Fremdling gehn, wollst du gleicher Weise, wie auf dieser Reise mein Gott, bei mir stehn!",neutral
26,"die 2 Branntweinkessel und das Küfergeschirr soll deine sein,",neutral
32,"So bekam ich auch in diesem Jahre zu Weyhnachten, einen tiefen, u. bleibenden Eindruck von der Menschwerdung meines l. Heilandes, so daß mein Herz in vielen Thränen zerfloß; u. Tages darauf, als am Christage bey unserm Chor-Anbeten konnte ich mir das Verdienst Seiner heil. Menschwerdung ganz besonders zueignen, u. dankte Ihm besonders dafür, daß Er im Leibe eines Jungfräuleins, unser Sterbendes Gebeine angenommen, u. freute mich, daß auch ich, alle die Segen, die in Seiner heil. Menschwerdung liegen für Leib u. Seele genießen u. benutzen kan.",positive
7,"Endlich fügte sichs am 25ten April 1734, als dem ersten Osterfeyertag, daß ich mit den erweckten Leuten in Langensalza bekannt wurde, welcher Tag einer der frohesten in meinem Leben war.",positive
27,"Dies machte mich sehr attent, weil ich gelesen, alle die Gott selig leben wollen in Christo Jesu, die müssen Verfolgung leiden.",negative
1,"es wolte ihr Anfangs die Zeit zu lange währen, und wünschte sich wieder gesund zu seyn, da Sie aber sahe daß der Heiland mit ihr eilte zu ihrer auflößung, war sies auch ganz zufrieden, und brachte ihre Zeit recht sehr selig zu, bezeigte oftte mit Thränen, wie wohl ihr sey, und wie Nahe ihr der Heiland wäre, und freute sich, Ihn balde zu sehen,",positive
26,"Ich bin den l9ten April, 1720 zu Hockenheim in der Pfalz, 4 Stunden von Mannheim geboren.",neutral
14,"Anno 1742 den 8ten Juli wurde ich zu Bethlehem in die Gemeine aufgenommen, und auch mit derselben des heiligen Abendmahls theilhaftig.",positive
22,Er ward gleichfals von einer stillen Art und wenig Worten; dabei hatten Ihn aber seine Kinder und Brüder herzlich lieb:,positive
3,"wiewol ich dabey immer unschuldig war und gut wuste, daß es nicht recht sey.",negative
39,"Meine gute Mutter nahm sich denn nun meiner, in Ansehung meines Herzensganges, aufs treulichste an; u. da sie u. mein Vater auf dem Herrnhag ( die Gem: besucht hatten (wo selbst meine Mutter eine Schw: hatte), waren sie Willens mich dort in die Anstallt zu bringen, wozu sie auch Erlaubniß hatten von der Gem: erhielten.",positive
